u_f,u_h,u_n,p_f,p_h,p_n,Cluster,Condition,ID
-0.00432882877066731,-0.0100171016529202,-0.00906936824321747,-0.00268136383965611,-0.00842558033764362,0.00113507150672376,Rectus_L_27,Nalt,SON2_001
NaN,NaN,NaN,NaN,NaN,NaN,Rectus_L_27,Nalt,SON2_003
0.00753184268251061,9.62231933954172e-05,0.00459544872865081,0.00249214842915535,0.00694519281387329,0.00633435975760221,Rectus_L_27,Nalt,SON2_004
0.0046769822947681,0.0181566830724478,0.0188479498028755,0.00981144141405821,-0.00474126450717449,0.0118628470227122,Rectus_L_27,Nalt,SON2_005
0.00774903548881412,0.0187395326793194,0.0215372107923031,0.0151407951489091,-0.00894718151539564,0.021971020847559,Rectus_L_27,Nalt,SON2_006
0.00715339835733175,0.00933532696217299,0.00994611997157335,0.0144348489120603,0.0079790037125349,0.0054402151145041,Rectus_L_27,Nalt,SON2_008
0.00564165785908699,-0.00259824469685555,0.000348234869306907,0.000265244307229295,-0.000820210960227996,-0.00532363541424274,Rectus_L_27,Nalt,SON2_009
NaN,NaN,NaN,NaN,NaN,NaN,Rectus_L_27,Nalt,SON2_010
0.000787551223766059,0.00193337351083755,0.00412165466696024,-0.00225412822328508,-0.00264723901636899,0.00472798431292176,Rectus_L_27,Nalt,SON2_011
0.00517091900110245,-0.00453303102403879,0.00775502994656563,-0.000815750740002841,0.0057592443190515,0.00858800299465656,Rectus_L_27,Nalt,SON2_012
0.0151932761073112,0.0291739795356989,0.0230998657643795,0.0219223629683256,0.0181791633367538,0.0118464510887861,Rectus_L_27,Nalt,SON2_013
-0.00541770271956921,0.00274475757032633,-0.00449067261070013,-0.00668632099404931,-0.00470805913209915,-0.0062499800696969,Rectus_L_27,Nalt,SON2_014
0.0121056232601404,0.01168910600245,0.0194385852664709,0.00951965246349573,0.0146651193499565,0.00954860355705023,Rectus_L_27,Nalt,SON2_015
0.00846173800528049,0.00453725643455982,0.00687225023284554,0.00263145379722118,0.000274288293439895,0.00254587968811393,Rectus_L_27,Nalt,SON2_016
0.0108572049066424,0.0127439219504595,-0.00899529177695513,0.00175846763886511,-0.0058338288217783,0.00306021049618721,Rectus_L_27,Nalt,SON2_017
0.00118053308688104,-0.0100548686459661,0.00140272814314812,0.0147793143987656,-0.0048522618599236,-0.00806204788386822,Rectus_L_27,Nalt,SON2_018
0.00306926481425762,0.00204058759845793,0.00175565981771797,0.00350354053080082,0.00361862406134605,0.0057568340562284,Rectus_L_27,Nalt,SON2_019
0.00906937941908836,0.00673062214627862,0.010778303258121,0.0180157758295536,0.00566685758531094,0.015589339658618,Rectus_L_27,Nalt,SON2_020
NaN,NaN,NaN,NaN,NaN,NaN,Rectus_L_27,Nalt,SON2_022
-0.00790154747664928,-0.00714253587648273,-0.016132228076458,-0.0103579154238105,-0.00989033281803131,-0.014970775693655,Rectus_L_27,Nalt,SON2_023
0.0128262052312493,0.0145134907215834,0.00618852861225605,0.00381241017021239,0.00406686635687947,0.0166609119623899,Rectus_L_27,Nalt,SON2_024
0.00622477475553751,-0.000823702721390873,0.0062289354391396,0.00398318003863096,0.00715548126026988,-0.00320095126517117,Rectus_L_27,Nalt,SON2_025
