u_f,u_h,u_n,p_f,p_h,p_n,Cluster,Condition,ID
-0.0283163711428642,-0.0349813774228096,-0.0252335593104362,-0.0162407569587231,-0.017022330313921,-0.0194175150245428,Precuneus_R_68,Nalt,SON2_001
NaN,NaN,NaN,NaN,NaN,NaN,Precuneus_R_68,Nalt,SON2_003
-0.00430766306817532,-0.0236283168196678,-0.0283176358789206,-0.0222390815615654,-0.0356886498630047,-0.0415732115507126,Precuneus_R_68,Nalt,SON2_004
-0.0865456163883209,-0.0582851842045784,-0.0555675886571407,-0.0410842932760715,-0.0626856163144112,-0.0492858812212944,Precuneus_R_68,Nalt,SON2_005
0.00848385691642761,0.00706345960497856,0.0115136718377471,-0.00536966463550925,-0.0123914359137416,-0.0030175696592778,Precuneus_R_68,Nalt,SON2_006
-0.0353127494454384,-0.0204948671162128,-0.0281659215688705,-0.0083248158916831,-0.00989673286676407,-0.0116443065926433,Precuneus_R_68,Nalt,SON2_008
-0.010520183481276,-0.0245395731180906,-0.0177013091742992,-0.00788358692079782,0.000508977449499071,-0.0185851380228996,Precuneus_R_68,Nalt,SON2_009
NaN,NaN,NaN,NaN,NaN,NaN,Precuneus_R_68,Nalt,SON2_010
-0.0125705171376467,-0.00649133464321494,-0.0209886487573385,0.0012040757574141,-0.0222422052174807,-0.0086355721578002,Precuneus_R_68,Nalt,SON2_011
-0.00991659052670002,-0.021391749382019,-0.00818760506808758,0.00815977714955807,0.00437662284821272,-0.00880576483905315,Precuneus_R_68,Nalt,SON2_012
-0.0231525879353285,-0.018807627260685,-0.0207035299390554,-0.0254715662449598,-0.028895890340209,-0.0335265025496483,Precuneus_R_68,Nalt,SON2_013
0.00568781094625592,-0.00349114625714719,0.0120505979284644,0.00349192670546472,0.00906990841031075,0.0139458160847425,Precuneus_R_68,Nalt,SON2_014
-0.0219722054898739,-0.0204826239496469,-0.0226030293852091,-0.0377183705568314,-0.0175299774855375,-0.00899747014045715,Precuneus_R_68,Nalt,SON2_015
0.00815778970718384,0.000173449807334691,0.00311940326355398,0.00883779767900705,0.00618990650400519,0.00204903818666935,Precuneus_R_68,Nalt,SON2_016
-0.0368949174880981,-0.0523637980222702,-0.0433205366134644,-0.0334915705025196,-0.0261944849044085,-0.0328588113188744,Precuneus_R_68,Nalt,SON2_017
-0.00663720909506083,-0.0169500466436148,0.0010657919337973,0.00721764005720615,0.00587065983563662,-0.0147131728008389,Precuneus_R_68,Nalt,SON2_018
0.00467774132266641,0.00250236899591982,0.00065517338225618,-0.0127751398831606,-0.00354955880902708,0.00779669685289264,Precuneus_R_68,Nalt,SON2_019
-0.0148414690047503,-0.00717766303569078,-0.0136731481179595,-0.00491337478160858,-0.00635815598070621,-0.00916541740298271,Precuneus_R_68,Nalt,SON2_020
NaN,NaN,NaN,NaN,NaN,NaN,Precuneus_R_68,Nalt,SON2_022
-0.0172793883830309,-0.0257501490414143,-0.0254099871963263,-0.00596392620354891,-0.000347150809830055,0.0129924602806568,Precuneus_R_68,Nalt,SON2_023
-0.00304861692711711,0.000759507005568594,0.0105754816904664,0.0155674042180181,0.0113969566300511,0.0133160911500454,Precuneus_R_68,Nalt,SON2_024
-0.0045880782417953,-0.00682458886876702,-0.000593621109146625,0.00230998080223799,0.00312570948153734,-0.0109672211110592,Precuneus_R_68,Nalt,SON2_025
